CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
827970933,46.0,4.0,42.0,4.0,2.0,0.0,3504.0,1698.0,1806.0,0.575,4439.0,70.0,0.628,0.485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
719888358,47.0,1.0,38.0,5.0,3.0,5.0,18432.0,1422.0,17010.0,1.357,2748.0,58.0,0.933,0.077,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
717030633,46.0,4.0,34.0,5.0,3.0,4.0,2369.0,1405.0,964.0,0.624,3034.0,51.0,0.889,0.593,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
815085708,60.0,0.0,55.0,1.0,5.0,5.0,10882.0,2517.0,8365.0,0.266,1861.0,46.0,0.278,0.231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
716332533,38.0,3.0,36.0,6.0,1.0,3.0,3509.0,1819.0,1690.0,0.894,4712.0,84.0,0.909,0.518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
822964683,51.0,1.0,47.0,6.0,3.0,4.0,2469.0,1491.0,978.0,0.869,4351.0,62.0,0.632,0.604,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
719335233,47.0,3.0,27.0,5.0,3.0,4.0,14335.0,938.0,13397.0,0.445,3610.0,75.0,0.531,0.065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
779683683,47.0,3.0,31.0,6.0,3.0,2.0,4005.0,1985.0,2020.0,1.356,2344.0,34.0,0.7,0.496,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
712653183,49.0,4.0,36.0,4.0,1.0,4.0,1976.0,1694.0,282.0,1.054,3675.0,81.0,0.841,0.857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
715485483,39.0,5.0,36.0,3.0,3.0,3.0,3664.0,0.0,3664.0,0.419,1479.0,44.0,0.913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
788912658,44.0,2.0,30.0,3.0,1.0,4.0,3734.0,0.0,3734.0,0.954,3144.0,62.0,0.722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
711396483,40.0,2.0,36.0,3.0,2.0,3.0,6033.0,0.0,6033.0,0.834,4505.0,74.0,0.721,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
789220008,56.0,3.0,45.0,5.0,2.0,2.0,4531.0,0.0,4531.0,0.491,1425.0,27.0,1.077,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
716436483,45.0,3.0,36.0,4.0,4.0,3.0,6245.0,0.0,6245.0,0.554,2521.0,50.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
717661908,37.0,5.0,36.0,4.0,1.0,1.0,34516.0,0.0,34516.0,0.711,2681.0,55.0,0.618,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
778459833,42.0,5.0,27.0,3.0,2.0,3.0,11880.0,2025.0,9855.0,0.835,1789.0,42.0,1.471,0.17,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
769448658,43.0,2.0,37.0,5.0,2.0,3.0,4188.0,0.0,4188.0,0.565,3492.0,69.0,0.683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
820346133,59.0,2.0,54.0,5.0,1.0,2.0,9344.0,1334.0,8010.0,0.375,4154.0,60.0,0.818,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
720119808,42.0,3.0,36.0,3.0,2.0,2.0,24126.0,948.0,23178.0,0.616,3342.0,52.0,0.677,0.039,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
721523658,46.0,5.0,26.0,4.0,3.0,3.0,34516.0,772.0,33744.0,0.979,3699.0,77.0,0.878,0.022,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
711176133,28.0,0.0,36.0,6.0,3.0,4.0,2295.0,1015.0,1280.0,1.04,3366.0,82.0,0.708,0.442,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
794560833,47.0,3.0,31.0,6.0,3.0,6.0,5496.0,0.0,5496.0,0.548,1913.0,34.0,0.308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
718197108,54.0,2.0,36.0,5.0,3.0,3.0,12342.0,0.0,12342.0,0.431,1430.0,37.0,0.423,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
713750583,55.0,1.0,36.0,4.0,2.0,4.0,1928.0,1125.0,803.0,0.911,2190.0,30.0,0.667,0.584,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
769576608,62.0,1.0,49.0,4.0,1.0,2.0,12814.0,1010.0,11804.0,0.869,3566.0,76.0,0.551,0.079,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
708626058,49.0,2.0,34.0,6.0,2.0,4.0,5242.0,1465.0,3777.0,1.025,4098.0,68.0,0.789,0.279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710333883,48.0,3.0,37.0,5.0,2.0,2.0,8808.0,390.0,8418.0,0.628,1905.0,42.0,0.448,0.044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
715401633,43.0,3.0,35.0,3.0,1.0,2.0,4469.0,2002.0,2467.0,0.669,2111.0,38.0,0.462,0.448,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
755220783,51.0,1.0,44.0,5.0,2.0,4.0,8031.0,1167.0,6864.0,0.549,3576.0,77.0,0.791,0.145,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
789603183,48.0,4.0,41.0,4.0,1.0,3.0,9728.0,0.0,9728.0,0.806,3756.0,57.0,0.727,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
767564358,47.0,5.0,40.0,6.0,1.0,1.0,4748.0,1008.0,3740.0,0.484,3197.0,70.0,0.707,0.212,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
789744033,50.0,2.0,38.0,4.0,1.0,1.0,19999.0,1007.0,18992.0,0.987,3183.0,69.0,0.5,0.05,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
709887483,56.0,2.0,45.0,3.0,1.0,3.0,6331.0,1420.0,4911.0,0.529,3527.0,69.0,0.438,0.224,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
779765058,43.0,2.0,31.0,6.0,1.0,1.0,9662.0,817.0,8845.0,0.679,3817.0,70.0,0.489,0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
789177333,47.0,2.0,36.0,6.0,3.0,2.0,1693.0,1088.0,605.0,0.532,2104.0,40.0,0.739,0.643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
717262833,49.0,3.0,36.0,5.0,2.0,4.0,2964.0,2043.0,921.0,0.692,4345.0,69.0,0.468,0.689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
714878508,48.0,2.0,36.0,3.0,3.0,3.0,5483.0,535.0,4948.0,0.681,2051.0,49.0,0.633,0.098,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
711079308,40.0,3.0,27.0,4.0,2.0,3.0,15186.0,0.0,15186.0,0.483,1884.0,33.0,0.435,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
794510358,41.0,3.0,26.0,6.0,3.0,3.0,33408.0,0.0,33408.0,0.816,3754.0,77.0,0.878,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
715033533,43.0,2.0,37.0,4.0,2.0,2.0,3125.0,2517.0,608.0,0.73,4422.0,71.0,0.732,0.805,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
779400183,42.0,3.0,31.0,3.0,3.0,4.0,2934.0,2517.0,417.0,0.868,2484.0,55.0,0.774,0.858,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
716636808,39.0,3.0,36.0,4.0,2.0,2.0,34516.0,0.0,34516.0,0.754,3572.0,55.0,0.667,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
708733983,50.0,1.0,36.0,6.0,3.0,2.0,5349.0,2391.0,2958.0,0.671,2122.0,46.0,0.394,0.447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
710521383,50.0,3.0,38.0,6.0,2.0,0.0,9810.0,1838.0,7972.0,0.661,2247.0,41.0,0.64,0.187,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
720075558,50.0,4.0,36.0,6.0,1.0,4.0,7084.0,0.0,7084.0,0.889,3838.0,66.0,0.737,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
716468658,51.0,2.0,36.0,3.0,1.0,3.0,3537.0,0.0,3537.0,0.647,4101.0,80.0,0.702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
717569283,47.0,5.0,36.0,3.0,1.0,2.0,8896.0,1338.0,7558.0,0.741,4252.0,70.0,0.591,0.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
787491483,41.0,3.0,29.0,5.0,2.0,3.0,30733.0,1153.0,29580.0,0.987,3455.0,80.0,0.702,0.038,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
779995833,49.0,0.0,39.0,6.0,2.0,4.0,10177.0,1748.0,8429.0,0.622,3557.0,64.0,0.939,0.172,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
714215058,42.0,3.0,33.0,5.0,2.0,4.0,6848.0,0.0,6848.0,0.962,4006.0,82.0,0.822,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
789407958,42.0,1.0,33.0,6.0,2.0,3.0,17165.0,1153.0,16012.0,0.578,4063.0,62.0,0.676,0.067,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
715118058,45.0,3.0,36.0,3.0,3.0,1.0,20274.0,2100.0,18174.0,0.584,5274.0,66.0,0.61,0.104,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
713672208,50.0,1.0,33.0,3.0,5.0,2.0,19939.0,0.0,19939.0,1.03,3342.0,76.0,0.462,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
720865383,53.0,3.0,45.0,4.0,3.0,1.0,3378.0,1852.0,1526.0,0.483,4437.0,50.0,1.0,0.548,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
713701533,51.0,2.0,39.0,4.0,3.0,2.0,9773.0,1998.0,7775.0,0.782,3578.0,71.0,0.775,0.204,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
778895883,50.0,1.0,31.0,5.0,3.0,1.0,3668.0,0.0,3668.0,0.62,4430.0,76.0,0.617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
719655258,64.0,0.0,36.0,3.0,2.0,4.0,3196.0,0.0,3196.0,0.578,3412.0,72.0,0.674,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
711205758,45.0,3.0,33.0,1.0,3.0,3.0,34516.0,0.0,34516.0,1.492,2534.0,43.0,0.433,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
806264958,52.0,2.0,47.0,5.0,2.0,3.0,7030.0,994.0,6036.0,0.725,3211.0,69.0,0.725,0.141,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
714659133,47.0,5.0,37.0,2.0,2.0,2.0,9410.0,0.0,9410.0,0.586,2178.0,41.0,0.864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
716425833,38.0,2.0,36.0,5.0,2.0,1.0,34516.0,1229.0,33287.0,0.427,1797.0,35.0,0.296,0.036,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
712166583,45.0,0.0,38.0,4.0,3.0,3.0,4096.0,1468.0,2628.0,0.627,3490.0,66.0,0.737,0.358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
713124558,43.0,2.0,34.0,6.0,1.0,4.0,7210.0,782.0,6428.0,0.733,4249.0,75.0,0.5,0.108,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
714048783,57.0,2.0,36.0,6.0,3.0,0.0,8026.0,2202.0,5824.0,0.586,4072.0,72.0,0.6,0.274,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
708784908,47.0,3.0,34.0,5.0,1.0,4.0,18064.0,2039.0,16025.0,0.89,4435.0,88.0,0.796,0.113,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
714332658,42.0,3.0,35.0,5.0,2.0,4.0,5596.0,1086.0,4510.0,0.587,3896.0,65.0,0.757,0.194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
719169783,52.0,2.0,43.0,3.0,3.0,3.0,6897.0,640.0,6257.0,1.052,2781.0,57.0,0.839,0.093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
718270833,48.0,3.0,40.0,6.0,3.0,3.0,13991.0,1580.0,12411.0,0.864,4100.0,74.0,0.721,0.113,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
721268133,44.0,3.0,36.0,5.0,2.0,2.0,11366.0,2109.0,9257.0,0.993,3495.0,70.0,0.795,0.186,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
795343683,40.0,3.0,34.0,5.0,1.0,3.0,1707.0,989.0,718.0,0.555,3935.0,76.0,0.52,0.579,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
715611933,50.0,4.0,38.0,6.0,4.0,2.0,23692.0,2402.0,21290.0,0.942,3632.0,62.0,0.676,0.101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
711184983,41.0,5.0,29.0,6.0,2.0,1.0,11191.0,0.0,11191.0,0.808,3839.0,73.0,0.78,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
779601783,42.0,5.0,31.0,3.0,1.0,2.0,3476.0,700.0,2776.0,0.604,4364.0,88.0,0.517,0.201,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
784263558,43.0,2.0,37.0,4.0,3.0,3.0,27781.0,0.0,27781.0,1.0,3184.0,61.0,0.743,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
720795858,44.0,4.0,25.0,3.0,3.0,2.0,10534.0,0.0,10534.0,0.985,3456.0,72.0,0.636,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
756629133,61.0,1.0,54.0,3.0,2.0,2.0,2721.0,0.0,2721.0,0.734,2088.0,37.0,0.682,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
714387108,51.0,3.0,43.0,4.0,2.0,3.0,10458.0,0.0,10458.0,0.587,3481.0,51.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
712164333,40.0,4.0,29.0,3.0,3.0,2.0,12544.0,1636.0,10908.0,0.503,1758.0,51.0,0.457,0.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
714429258,46.0,5.0,39.0,4.0,3.0,3.0,11464.0,0.0,11464.0,1.02,3660.0,55.0,1.037,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
796791258,50.0,1.0,44.0,5.0,2.0,4.0,3104.0,1791.0,1313.0,1.048,4006.0,76.0,0.81,0.577,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
711220683,48.0,1.0,36.0,4.0,1.0,3.0,11770.0,1813.0,9957.0,0.623,3280.0,70.0,0.667,0.154,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
717582558,50.0,1.0,40.0,4.0,2.0,3.0,34516.0,1185.0,33331.0,0.725,3874.0,72.0,0.714,0.034,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
714779733,44.0,4.0,36.0,3.0,1.0,4.0,10998.0,1586.0,9412.0,0.907,2237.0,33.0,0.435,0.144,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
817965858,42.0,4.0,37.0,3.0,1.0,3.0,2757.0,1785.0,972.0,0.735,3766.0,69.0,0.605,0.647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
717358158,46.0,3.0,36.0,5.0,1.0,2.0,5489.0,1189.0,4300.0,0.95,3215.0,64.0,0.882,0.217,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
720301458,52.0,1.0,38.0,3.0,1.0,2.0,19709.0,1924.0,17785.0,0.468,3000.0,64.0,0.641,0.098,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
826471458,42.0,3.0,38.0,2.0,3.0,3.0,6967.0,1767.0,5200.0,0.54,1919.0,38.0,0.52,0.254,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
